rsid,chr,pos,pvalue,gene,gene_id,distance_to_gene,gene_position,grass_score,grass_confidence
rs4553929,3,23342362,1.489e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs7614926,3,23342759,1.489e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs7614016,3,123070426,2.2e-12,ADCY5,ENSG00000173175,0,intronic,,
rs143458819,3,23284359,1.595e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9814419,3,23283095,1.447e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9881808,3,23276971,1.849e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9883204,3,123096820,1.94984e-16,ADCY5,ENSG00000173175,0,intronic,,
rs2359637,3,23280826,1.841e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs34513914,3,23249513,9.977e-09,UBE2E2,ENSG00000182247,0,intronic,,
rs4927871,3,195821256,8.016e-09,TFRC,ENSG00000072274,12196,downstream,,
rs9839409,3,23293325,2.135e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9835256,3,23292975,2.135e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs28370926,3,23290636,2.135e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs11129112,3,23279808,2.184e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9841308,3,23279307,2.184e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs2359638,3,23280701,2.184e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs6792915,3,23291246,2.468e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs6771206,3,23301213,2.588e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs4368441,3,23300657,2.588e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs6797467,3,23296199,2.657e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs9841518,3,23288403,2.851e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs12632777,3,23310462,2.859e-21,UBE2E2,ENSG00000182247,0,intronic,,
rs57407041,3,23241714,3.03879e-14,UBE2E2,ENSG00000182247,2797,upstream,,
rs4334589,3,23308152,8.3618e-14,UBE2E2,ENSG00000182247,0,intronic,,
rs9848331,3,23370914,5.70558e-11,UBE2E2,ENSG00000182247,0,intronic,,
rs7636532,3,23361120,5.81433e-11,UBE2E2,ENSG00000182247,0,intronic,,
rs112674299,3,63982670,4.392e-08,ATXN7,ENSG00000163635,0,intronic,,
rs112674299,3,63982670,4.392e-08,PSMD6,ENSG00000163636,13555,upstream,,
rs11709077,3,12336507,2.07014e-10,PPARG,ENSG00000132170,0,intronic,,
rs35543900,3,123096476,2.45471e-16,ADCY5,ENSG00000173175,0,intronic,,
rs73077175,3,49774658,4.15911e-09,RNF123,ENSG00000164068,15696,downstream,,
rs73077175,3,49774658,4.15911e-09,AMIGO3,ENSG00000176020,13309,downstream,,
rs73077175,3,49774658,4.15911e-09,GMPPB,ENSG00000173540,13274,downstream,,
rs73077175,3,49774658,4.15911e-09,IP6K1,ENSG00000176095,0,intronic,,
rs34307738,3,195818265,8.735e-09,TFRC,ENSG00000072274,9205,downstream,,
rs4927869,3,195819446,8.735e-09,TFRC,ENSG00000072274,10386,downstream,,
rs35408322,3,12360357,2.1677e-09,PPARG,ENSG00000132170,0,intronic,,
rs6550754,3,23361070,9.8107e-14,UBE2E2,ENSG00000182247,0,intronic,,
rs9828933,3,64002897,3.3e-08,ATXN7,ENSG00000163635,13759,downstream,,
rs9828933,3,64002897,3.3e-08,PSMD6,ENSG00000163636,0,intronic,,
rs1027380,3,23346215,1.01695e-13,UBE2E2,ENSG00000182247,0,intronic,,
rs60223228,3,123092614,2.81838e-16,ADCY5,ENSG00000173175,0,intronic,,
rs7629327,3,23343762,9.93116e-14,UBE2E2,ENSG00000182247,0,intronic,,
rs4293660,3,23342413,9.88098e-14,UBE2E2,ENSG00000182247,0,intronic,,
rs2055155,3,23343192,9.95176e-14,UBE2E2,ENSG00000182247,0,intronic,,
rs7648425,3,23346407,1.05196e-13,UBE2E2,ENSG00000182247,0,intronic,,
rs1466085,3,195820274,9.516e-09,TFRC,ENSG00000072274,11214,downstream,,
rs1899951,3,12394840,4.00867e-10,PPARG,ENSG00000132170,0,intronic,,
rs2856234,3,50139142,6.60693e-09,RBM5,ENSG00000003756,0,intronic,,
rs2856234,3,50139142,6.60693e-09,RBM6,ENSG00000004534,1664,downstream,,
rs2067819,3,12359049,1.637e-10,PPARG,ENSG00000132170,0,intronic,,
rs7640801,3,152161850,1.35519e-08,MBNL1,ENSG00000152601,0,intronic,,
rs4688760,3,49980596,1.99526e-09,MON1A,ENSG00000164077,12990,downstream,,
rs4688760,3,49980596,1.99526e-09,RBM6,ENSG00000004534,0,intronic,,
rs13084250,3,23286741,1.23027e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs13063185,3,23265345,1.31826e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs146888519,3,12204801,5.63378e-15,TIMP4,ENSG00000157150,3950,downstream,,
rs9859406,3,185534482,1.858e-15,IGF2BP2,ENSG00000073792,0,intronic,,
rs201018682,3,170643788,1.013e-11,EIF5A2,ENSG00000163577,17306,downstream,,
rs35892300,3,23278174,1.39959e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs6440801,3,152095992,1.50314e-08,MBNL1,ENSG00000152601,0,intronic,,
rs17036342,3,12393682,4.51856e-10,PPARG,ENSG00000132170,0,intronic,,
rs9917786,3,152119585,1.58855e-08,MBNL1,ENSG00000152601,0,intronic,,
rs2055359,3,152151326,1.0666e-08,MBNL1,ENSG00000152601,0,intronic,,
rs9874262,3,186669005,5.65458e-11,ST6GAL1,ENSG00000073849,0,intronic,,
rs849157,3,124401797,4.23019e-08,KALRN,ENSG00000160145,0,intronic,,
rs2289429,3,124412471,4.26383e-08,KALRN,ENSG00000160145,0,intronic,,
rs4352361,3,152188327,8.55067e-09,MBNL1,ENSG00000152601,4758,downstream,,
rs78581523,3,124409948,4.3139e-08,KALRN,ENSG00000160145,0,intronic,,
rs3772794,3,124407500,4.31738e-08,KALRN,ENSG00000160145,0,intronic,,
rs1874236,3,23239634,2.72207e-14,UBE2E2,ENSG00000182247,4877,upstream,,
rs34508726,3,23229611,3.40643e-14,UBE2E2,ENSG00000182247,14900,upstream,,
rs61254249,3,124406652,4.37351e-08,KALRN,ENSG00000160145,0,intronic,,
rs199792915,3,185528570,1.4e-15,IGF2BP2,ENSG00000073792,0,intronic,,
rs4858480,3,23232986,3.40565e-14,UBE2E2,ENSG00000182247,11525,upstream,,
rs16845650,3,124416186,4.43119e-08,KALRN,ENSG00000160145,0,intronic,,
rs4622883,3,152188290,9.1622e-09,MBNL1,ENSG00000152601,4721,downstream,,
rs4858481,3,23238248,3.22033e-14,UBE2E2,ENSG00000182247,6263,upstream,,
rs1808852,3,124433660,4.60628e-08,KALRN,ENSG00000160145,0,intronic,,
rs1808852,3,124433660,4.60628e-08,UMPS,ENSG00000114491,15553,upstream,,
rs75741684,3,170641520,1.393e-11,EIF5A2,ENSG00000163577,15038,downstream,,
rs35299088,3,170643743,1.393e-11,EIF5A2,ENSG00000163577,17261,downstream,,
rs200546050,3,170645861,1.393e-11,EIF5A2,ENSG00000163577,19379,downstream,,
rs3863064,3,124433512,4.62669e-08,KALRN,ENSG00000160145,0,intronic,,
rs3863064,3,124433512,4.62669e-08,UMPS,ENSG00000114491,15701,upstream,,
rs2242424,3,124399116,4.65929e-08,KALRN,ENSG00000160145,0,intronic,,
rs80338230,3,124434615,4.66831e-08,KALRN,ENSG00000160145,0,intronic,,
rs80338230,3,124434615,4.66831e-08,UMPS,ENSG00000114491,14598,upstream,,
rs6766463,3,124435015,4.68004e-08,KALRN,ENSG00000160145,0,intronic,,
rs6766463,3,124435015,4.68004e-08,UMPS,ENSG00000114491,14198,upstream,,
rs11712037,3,12344730,1.83654e-10,PPARG,ENSG00000132170,0,intronic,,
rs2134223,3,121956953,5.201e-09,CASR,ENSG00000036828,0,intronic,,
rs59058650,3,124403555,4.81316e-08,KALRN,ENSG00000160145,0,intronic,,
rs878855,3,124434059,4.82136e-08,KALRN,ENSG00000160145,0,intronic,,
rs878855,3,124434059,4.82136e-08,UMPS,ENSG00000114491,15154,upstream,,
rs35980980,3,170637229,1.508e-11,EIF5A2,ENSG00000163577,10747,downstream,,
rs6772274,3,170637664,1.508e-11,EIF5A2,ENSG00000163577,11182,downstream,,
rs9754921,3,170641344,1.508e-11,EIF5A2,ENSG00000163577,14862,downstream,,
rs75179537,3,170642784,1.508e-11,EIF5A2,ENSG00000163577,16302,downstream,,
rs7647481,3,12391813,5.66239e-10,PPARG,ENSG00000132170,0,intronic,,
rs7649970,3,12392272,7.36207e-10,PPARG,ENSG00000132170,0,intronic,,
rs71304101,3,12396913,6.29506e-10,PPARG,ENSG00000132170,0,intronic,,
rs9837316,3,170750897,1.599e-11,SLC2A2,ENSG00000163581,6358,downstream,,
rs4336054,3,121951055,4.69e-08,CASR,ENSG00000036828,0,intronic,,
rs114460169,3,23284303,1.69434e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs9829457,3,170700726,1.632e-11,SLC2A2,ENSG00000163581,13411,upstream,,
rs13059186,3,170640269,1.632e-11,EIF5A2,ENSG00000163577,13787,downstream,,
rs34990433,3,170640011,1.632e-11,EIF5A2,ENSG00000163577,13529,downstream,,
rs35851757,3,170639708,1.632e-11,EIF5A2,ENSG00000163577,13226,downstream,,
rs2014830,3,50172397,7.58578e-10,RBM5,ENSG00000003756,15943,downstream,,
rs56050851,3,23226801,4.42996e-14,UBE2E2,ENSG00000182247,17710,upstream,,
rs76795561,3,23271548,1.64437e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs76978067,3,23226342,4.25402e-14,UBE2E2,ENSG00000182247,18169,upstream,,
rs55736446,3,23225943,4.30328e-14,UBE2E2,ENSG00000182247,18568,upstream,,
rs13083375,3,12365308,5.39511e-10,PPARG,ENSG00000132170,0,intronic,,
rs68055107,3,170633419,1.766e-11,EIF5A2,ENSG00000163577,6937,downstream,,
rs6440804,3,152137036,1.37721e-08,MBNL1,ENSG00000152601,0,intronic,,
rs6767073,3,152149827,9.2683e-09,MBNL1,ENSG00000152601,0,intronic,,
rs35000407,3,12351521,5.33335e-10,PPARG,ENSG00000132170,0,intronic,,
rs2012444,3,12375956,6.01174e-10,PPARG,ENSG00000132170,0,intronic,,
rs13073970,3,170630520,1.911e-11,EIF5A2,ENSG00000163577,4038,downstream,,
rs61793002,3,170633243,1.911e-11,EIF5A2,ENSG00000163577,6761,downstream,,
rs9845527,3,170710446,1.911e-11,SLC2A2,ENSG00000163581,3691,upstream,,
rs10576623,3,63995687,6.071e-14,ATXN7,ENSG00000163635,6549,downstream,,
rs10576623,3,63995687,6.071e-14,PSMD6,ENSG00000163636,538,upstream,,
rs13064760,3,12369401,5.40754e-10,PPARG,ENSG00000132170,0,intronic,,
rs6771575,3,170699140,2.068e-11,SLC2A2,ENSG00000163581,14997,upstream,,
rs7630490,3,170711714,2.068e-11,SLC2A2,ENSG00000163581,2423,upstream,,
rs6802898,3,12391207,3.10456e-10,PPARG,ENSG00000132170,0,intronic,,
rs16861317,3,186664728,1.08e-08,ST6GAL1,ENSG00000073849,0,intronic,,
rs5400,3,170732300,1.51712e-10,SLC2A2,ENSG00000163581,0,intronic,,
rs9860157,3,186661006,1.06106e-10,ST6GAL1,ENSG00000073849,0,intronic,,
rs2881654,3,12396955,2.31739e-10,PPARG,ENSG00000132170,0,intronic,,
rs4684847,3,12386337,5.98412e-10,PPARG,ENSG00000132170,0,intronic,,
rs4684848,3,12395645,3.80189e-10,PPARG,ENSG00000132170,0,intronic,,
rs75859550,3,23273074,2.22844e-08,UBE2E2,ENSG00000182247,0,intronic,,
rs11376250,3,64004409,9.818e-14,ATXN7,ENSG00000163635,15271,downstream,,
rs11376250,3,64004409,9.818e-14,PSMD6,ENSG00000163636,0,intronic,,
rs7572970,2,161136656,1.391e-11,ITGB6,ENSG00000115221,8257,downstream,,
rs7572970,2,161136656,1.391e-11,RBMS1,ENSG00000153250,0,intronic,,
rs7561798,2,228973660,2.794e-08,SPHKAP,ENSG00000153820,0,intronic,,
rs200513066,2,219720952,4.16016e-08,WNT6,ENSG00000115596,3592,upstream,,
rs139448797,2,197190463,2.39767e-08,HECW2,ENSG00000138411,0,intronic,,
rs12712928,2,45192080,1.831e-14,SIX3,ENSG00000138083,18864,downstream,,
rs1260326,2,27730940,2.83139e-10,IFT172,ENSG00000138002,18284,downstream,,
rs1260326,2,27730940,2.83139e-10,FNDC4,ENSG00000115226,12828,downstream,,
rs1260326,2,27730940,2.83139e-10,GCKR,ENSG00000084734,0,intronic,,
rs1009358,2,65276452,9.81e-12,CEP68,ENSG00000011523,7048,upstream,,
rs187396869,2,116158277,3.6797e-08,DPP10,ENSG00000175497,0,intronic,,
rs75536691,2,165381518,1.158e-15,GRB14,ENSG00000115290,0,intronic,,
rs35720761,2,43519977,5.88844e-12,THADA,ENSG00000115970,0,intronic,,
rs117809958,2,234191103,1.976e-15,ATG16L1,ENSG00000085978,0,intronic,,
rs190390276,2,166508964,1.57743e-08,CSRNP3,ENSG00000178662,0,intronic,,
rs13389219,2,165528876,2.1059999999999998e-22,COBLL1,ENSG00000082438,0,intronic,,
rs5835988,2,165501927,1.83527e-17,COBLL1,ENSG00000082438,8207,upstream,,
rs62137406,2,43480221,6.36649e-12,THADA,ENSG00000115970,0,intronic,,
rs7607980,2,165551201,5.048e-15,COBLL1,ENSG00000082438,0,intronic,,
rs114460036,2,58222586,9.18396e-10,VRK2,ENSG00000028116,0,intronic,,
rs10184004,2,165508389,6.673999999999999e-22,COBLL1,ENSG00000082438,1745,upstream,,
rs115437837,2,58197005,1.07228e-09,VRK2,ENSG00000028116,0,intronic,,
rs780094,2,27741237,8.70964e-12,GCKR,ENSG00000084734,0,intronic,,
rs780094,2,27741237,8.70964e-12,AC109829.1,ENSG00000233438,19016,upstream,,
rs117447187,2,234346270,3.24e-15,DGKD,ENSG00000077044,0,intronic,,
rs11394662,2,165514409,5.62341e-15,COBLL1,ENSG00000082438,0,intronic,,
rs4665972,2,27598097,9.98619e-15,GTF3C2,ENSG00000115207,18229,downstream,,
rs4665972,2,27598097,9.98619e-15,EIF2B4,ENSG00000115211,4744,downstream,,
rs4665972,2,27598097,9.98619e-15,SNX17,ENSG00000115234,0,intronic,,
rs4665972,2,27598097,9.98619e-15,ZNF513,ENSG00000163795,2001,upstream,,
rs4665972,2,27598097,9.98619e-15,PPM1G,ENSG00000115241,5964,upstream,,
rs59505782,2,149544648,1.835e-08,EPC2,ENSG00000135999,0,intronic,,
rs780093,2,27742603,5.49541e-12,GCKR,ENSG00000084734,0,intronic,,
rs780093,2,27742603,5.49541e-12,AC109829.1,ENSG00000233438,17650,upstream,,
rs11558902,2,165541783,1.047e-09,COBLL1,ENSG00000082438,0,intronic,,
rs5830819,2,45190056,6.382e-14,SIX3,ENSG00000138083,16840,downstream,,
rs1128249,2,165528624,1.65959e-14,COBLL1,ENSG00000082438,0,intronic,,
rs10195252,2,165513091,2.0500000000000003e-21,COBLL1,ENSG00000082438,0,intronic,,
rs62137417,2,43583019,2.6333e-11,THADA,ENSG00000115970,0,intronic,,
rs10179126,2,165511794,5.88844e-16,COBLL1,ENSG00000082438,0,intronic,,
rs62137407,2,43480560,9.89464e-12,THADA,ENSG00000115970,0,intronic,,
rs117637393,2,234230560,4.835e-15,SAG,ENSG00000130561,0,intronic,,
rs895636,2,45188353,7.933e-14,SIX3,ENSG00000138083,15137,downstream,,
rs10169613,2,111934977,3.567e-08,BCL2L11,ENSG00000153094,8953,downstream,,
rs1055664,2,149545981,1.683e-08,EPC2,ENSG00000135999,851,downstream,,
rs62138774,2,43774213,3.322e-11,THADA,ENSG00000115970,0,intronic,,
rs62138779,2,43803911,3.69658e-11,THADA,ENSG00000115970,0,intronic,,
rs10187501,2,165532454,1.77828e-15,COBLL1,ENSG00000082438,0,intronic,,
rs62137423,2,43598125,7.0081e-11,THADA,ENSG00000115970,0,intronic,,
rs838732,2,234321752,4.013e-10,DGKD,ENSG00000077044,0,intronic,,
rs1260333,2,27748624,1.297e-19,GCKR,ENSG00000084734,2070,downstream,,
rs1260333,2,27748624,1.297e-19,AC109829.1,ENSG00000233438,11629,upstream,,
rs6547692,2,27734972,3.3566e-14,FNDC4,ENSG00000115226,16860,downstream,,
rs6547692,2,27734972,3.3566e-14,GCKR,ENSG00000084734,0,intronic,,
rs838713,2,234289895,6.078e-10,DGKD,ENSG00000077044,0,intronic,,
rs13405158,2,43705286,3.5970000000000004e-25,THADA,ENSG00000115970,0,intronic,,
rs838720,2,234303281,2.147e-11,DGKD,ENSG00000077044,0,intronic,,
rs1313566,2,27748904,5.153e-15,GCKR,ENSG00000084734,2350,downstream,,
rs1313566,2,27748904,5.153e-15,AC109829.1,ENSG00000233438,11349,upstream,,
rs838710,2,234285256,1.076e-10,DGKD,ENSG00000077044,0,intronic,,
rs78868334,2,43782263,5.38394e-11,THADA,ENSG00000115970,0,intronic,,
rs838719,2,234297156,5.196e-11,DGKD,ENSG00000077044,0,intronic,,
rs13416978,2,43705265,1.055e-24,THADA,ENSG00000115970,0,intronic,,
rs2950835,2,27750545,5.469e-15,GCKR,ENSG00000084734,3991,downstream,,
rs2950835,2,27750545,5.469e-15,AC109829.1,ENSG00000233438,9708,upstream,,
rs6713419,2,165508300,6.45654e-16,COBLL1,ENSG00000082438,1834,upstream,,
rs2241161,2,65290842,2.477e-09,CEP68,ENSG00000011523,0,intronic,,
rs2241161,2,65290842,2.477e-09,RAB1A,ENSG00000138069,6993,upstream,,
rs2723064,2,65279805,8.359e-11,CEP68,ENSG00000011523,3695,upstream,,
rs2723064,2,65279805,8.359e-11,RAB1A,ENSG00000138069,18030,upstream,,
rs2911711,2,27750546,1.7697e-13,GCKR,ENSG00000084734,3992,downstream,,
rs2911711,2,27750546,1.7697e-13,AC109829.1,ENSG00000233438,9707,upstream,,
rs13030400,2,212618902,1.14905e-08,ERBB4,ENSG00000178568,0,intronic,,
rs67260713,2,165529238,7.24436e-16,COBLL1,ENSG00000082438,0,intronic,,
rs6757068,2,212615516,1.16324e-08,ERBB4,ENSG00000178568,0,intronic,,
rs3923113,2,165501849,5.37032e-16,COBLL1,ENSG00000082438,8285,upstream,,
rs6753534,2,27752871,6.9274e-09,GCKR,ENSG00000084734,6317,downstream,,
rs6753534,2,27752871,6.9274e-09,AC109829.1,ENSG00000233438,7382,upstream,,
rs1367173,2,43449385,8.51138e-12,THADA,ENSG00000115970,0,intronic,,
rs1367173,2,43449385,8.51138e-12,ZFP36L2,ENSG00000152518,156,upstream,,
rs2198550,2,165556760,9.33254e-15,COBLL1,ENSG00000082438,0,intronic,,
rs7592412,2,165526338,3.71535e-16,COBLL1,ENSG00000082438,0,intronic,,
rs3769873,2,165565583,3.025e-09,COBLL1,ENSG00000082438,0,intronic,,
rs838722,2,234304198,3.515e-11,DGKD,ENSG00000077044,0,intronic,,
rs3769872,2,165565548,3.324e-09,COBLL1,ENSG00000082438,0,intronic,,
rs13006962,2,212618827,1.33067e-08,ERBB4,ENSG00000178568,0,intronic,,
rs36105243,2,165524751,3.63078e-16,COBLL1,ENSG00000082438,0,intronic,,
rs11685063,2,212612693,1.38736e-08,ERBB4,ENSG00000178568,0,intronic,,
rs13411629,2,43566990,1.8197e-12,THADA,ENSG00000115970,0,intronic,,
rs6712203,2,165557318,2.34423e-15,COBLL1,ENSG00000082438,0,intronic,,
rs117343478,2,234411865,2.741e-14,USP40,ENSG00000085982,0,intronic,,
rs34271465,2,165513065,2.71706e-17,COBLL1,ENSG00000082438,0,intronic,,
rs10649609,2,165552706,8.31764e-16,COBLL1,ENSG00000082438,0,intronic,,
rs12692735,2,165504565,4.16869e-16,COBLL1,ENSG00000082438,5569,upstream,,
rs112694524,2,43453721,2.00909e-16,THADA,ENSG00000115970,0,intronic,,
rs112694524,2,43453721,2.00909e-16,ZFP36L2,ENSG00000152518,0,intronic,,
rs10930133,2,165506724,5.49541e-16,COBLL1,ENSG00000082438,3410,upstream,,
rs7422272,2,234268308,1.041e-09,SAG,ENSG00000130561,12607,downstream,,
rs7422272,2,234268308,1.041e-09,DGKD,ENSG00000077044,0,intronic,,
rs13414381,2,43567218,1.41254e-12,THADA,ENSG00000115970,0,intronic,,
rs13023789,2,212610966,1.53007e-08,ERBB4,ENSG00000178568,0,intronic,,
rs6754919,2,165507843,6.16595e-16,COBLL1,ENSG00000082438,2291,upstream,,
rs340515,2,45188370,2.695e-13,SIX3,ENSG00000138083,15154,downstream,,
rs9653282,2,165554658,1.07152e-14,COBLL1,ENSG00000082438,0,intronic,,
rs10168523,2,45192000,3.2e-13,SIX3,ENSG00000138083,18784,downstream,,
rs6743071,2,43586287,2.5704e-11,THADA,ENSG00000115970,0,intronic,,
rs780095,2,27741105,1.5174e-13,GCKR,ENSG00000084734,0,intronic,,
rs780095,2,27741105,1.5174e-13,AC109829.1,ENSG00000233438,19148,upstream,,
rs12692737,2,165554309,1.1749e-14,COBLL1,ENSG00000082438,0,intronic,,
rs7609045,2,165555207,1.14815e-14,COBLL1,ENSG00000082438,0,intronic,,
rs2971868,2,234329549,9.797e-10,DGKD,ENSG00000077044,0,intronic,,
rs1807337,2,65663167,2.176e-08,SPRED2,ENSG00000198369,3396,downstream,,
rs6753142,2,165544071,3.16228e-15,COBLL1,ENSG00000082438,0,intronic,,
rs6738627,2,165544450,3.31131e-15,COBLL1,ENSG00000082438,0,intronic,,
rs13432797,2,165526587,2.04174e-15,COBLL1,ENSG00000082438,0,intronic,,
rs780096,2,27741072,1.50349e-13,GCKR,ENSG00000084734,0,intronic,,
rs780096,2,27741072,1.50349e-13,AC109829.1,ENSG00000233438,19181,upstream,,
rs838714,2,234291606,2.324e-10,DGKD,ENSG00000077044,0,intronic,,
rs10167415,2,43552460,1.12202e-12,THADA,ENSG00000115970,0,intronic,,
rs60617648,2,212617541,1.97138e-08,ERBB4,ENSG00000178568,0,intronic,,
rs78681698,2,43598160,3.0903e-11,THADA,ENSG00000115970,0,intronic,,
rs74563586,2,198438300,3.20022e-09,MOB4,ENSG00000115540,19877,downstream,,
rs74563586,2,198438300,3.20022e-09,RFTN2,ENSG00000162944,0,intronic,,
rs4372955,2,43566146,9.33254e-13,THADA,ENSG00000115970,0,intronic,,
rs10192350,2,652607,1.301e-16,TMEM18,ENSG00000151353,14728,upstream,,
rs10203174,2,43690030,4.8e-09,THADA,ENSG00000115970,0,intronic,,
rs10181181,2,161087411,2.358e-10,ITGB6,ENSG00000115221,0,intronic,,
rs114883263,2,198437838,3.52436e-09,MOB4,ENSG00000115540,19415,downstream,,
rs114883263,2,198437838,3.52436e-09,RFTN2,ENSG00000162944,0,intronic,,
rs2540949,2,65284231,1.836e-10,CEP68,ENSG00000011523,0,intronic,,
rs2540949,2,65284231,1.836e-10,RAB1A,ENSG00000138069,13604,upstream,,
rs6706685,2,161151559,2.646e-10,RBMS1,ENSG00000153250,0,intronic,,
rs10193724,2,165564117,6.974e-10,COBLL1,ENSG00000082438,0,intronic,,
rs139889289,2,212617886,2.21024e-08,ERBB4,ENSG00000178568,0,intronic,,
rs11127048,2,27752463,1.11429e-10,GCKR,ENSG00000084734,5909,downstream,,
rs11127048,2,27752463,1.11429e-10,AC109829.1,ENSG00000233438,7790,upstream,,
rs6707801,2,212617599,2.22459e-08,ERBB4,ENSG00000178568,0,intronic,,
rs55877805,2,43557597,1.20226e-12,THADA,ENSG00000115970,0,intronic,,
rs79629200,2,43602932,2.69153e-11,THADA,ENSG00000115970,0,intronic,,
rs10196106,2,43571907,8.91251e-13,THADA,ENSG00000115970,0,intronic,,
rs6432613,2,161145612,2.977e-10,ITGB6,ENSG00000115221,17213,downstream,,
rs6432613,2,161145612,2.977e-10,RBMS1,ENSG00000153250,0,intronic,,
rs10929976,2,161147528,2.304e-10,ITGB6,ENSG00000115221,19129,downstream,,
rs10929976,2,161147528,2.304e-10,RBMS1,ENSG00000153250,0,intronic,,
rs13397737,2,43506324,1.51356e-12,THADA,ENSG00000115970,0,intronic,,
rs12478337,2,43821617,1.58855e-13,THADA,ENSG00000115970,0,intronic,,
rs192872108,2,198337325,3.95203e-09,COQ10B,ENSG00000115520,0,intronic,,
rs192872108,2,198337325,3.95203e-09,HSPD1,ENSG00000144381,13980,upstream,,
rs13411485,2,43575984,1.62181e-12,THADA,ENSG00000115970,0,intronic,,
rs77972916,2,43762112,6.7e-15,THADA,ENSG00000115970,0,intronic,,
rs41382648,2,43532524,2.75423e-12,THADA,ENSG00000115970,0,intronic,,
rs838730,2,234314479,2.124e-10,DGKD,ENSG00000077044,0,intronic,,
rs10195132,2,43537892,1.77828e-12,THADA,ENSG00000115970,0,intronic,,
rs78098795,2,43840361,1.70294e-13,THADA,ENSG00000115970,17176,downstream,,
rs72790907,2,43575195,1.69824e-12,THADA,ENSG00000115970,0,intronic,,
rs838731,2,234315363,2.124e-10,DGKD,ENSG00000077044,0,intronic,,
rs13399243,2,43501686,1.31826e-12,THADA,ENSG00000115970,0,intronic,,
rs3762592,2,234307549,1.938e-10,DGKD,ENSG00000077044,0,intronic,,
rs75406274,2,198266063,4.41113e-09,SF3B1,ENSG00000115524,0,intronic,,
rs17334919,2,43707385,3.16228e-11,THADA,ENSG00000115970,0,intronic,,
rs34704590,2,165555597,1.28825e-14,COBLL1,ENSG00000082438,0,intronic,,
rs11899863,2,43618819,1.7e-09,THADA,ENSG00000115970,0,intronic,,
rs6706384,2,234306982,2.003e-10,DGKD,ENSG00000077044,0,intronic,,
rs62137413,2,43555149,3.01509e-13,THADA,ENSG00000115970,0,intronic,,
rs6760167,2,43505058,1.07152e-12,THADA,ENSG00000115970,0,intronic,,
rs17406174,2,43557484,1.38038e-12,THADA,ENSG00000115970,0,intronic,,
rs76215753,2,43597142,3.0903e-11,THADA,ENSG00000115970,0,intronic,,
rs141983683,2,198294246,4.78355e-09,SF3B1,ENSG00000115524,0,intronic,,
rs74265506,2,198315611,4.78355e-09,SF3B1,ENSG00000115524,15796,downstream,,
rs74265506,2,198315611,4.78355e-09,COQ10B,ENSG00000115520,2536,upstream,,
rs74439796,2,198413923,4.78355e-09,HSPE1-MOB4,ENSG00000270757,0,intronic,,
rs74439796,2,198413923,4.78355e-09,MOB4,ENSG00000115540,0,intronic,,
rs74439796,2,198413923,4.78355e-09,RFTN2,ENSG00000162944,19025,upstream,,
rs80144901,2,198275089,4.78355e-09,SF3B1,ENSG00000115524,0,intronic,,
rs75537447,2,198271881,4.79005e-09,SF3B1,ENSG00000115524,0,intronic,,
rs68173231,2,43500262,1.25893e-12,THADA,ENSG00000115970,0,intronic,,
rs76399200,2,198263145,4.8156e-09,SF3B1,ENSG00000115524,0,intronic,,
rs13405434,2,43538819,2.23872e-12,THADA,ENSG00000115970,0,intronic,,
rs10183751,2,165559263,1.056e-09,COBLL1,ENSG00000082438,0,intronic,,
rs7607777,2,43629931,2.88403e-11,THADA,ENSG00000115970,0,intronic,,
rs2723065,2,65279414,2.58e-10,CEP68,ENSG00000011523,4086,upstream,,
rs2723065,2,65279414,2.58e-10,RAB1A,ENSG00000138069,18421,upstream,,
rs34132828,19,46163870,3.673e-21,EML2,ENSG00000125746,14983,downstream,,
rs34132828,19,46163870,3.673e-21,C19orf83,ENSG00000267757,17772,downstream,,
rs34132828,19,46163870,3.673e-21,GIPR,ENSG00000010310,7632,upstream,,
rs475002,19,7986638,9.797e-10,LRRC8E,ENSG00000171017,19737,downstream,,
rs475002,19,7986638,9.797e-10,AC010336.1,ENSG00000214248,18211,downstream,,
rs475002,19,7986638,9.797e-10,MAP2K7,ENSG00000076984,7275,downstream,,
rs475002,19,7986638,9.797e-10,TGFBR3L,ENSG00000260001,2656,downstream,,
