gene_name,snp_count,best_pvalue,max_risk_score,max_combined_score,min_distance,gene_id,gene_rank,ensembl_id,biotype,description,uniprot_ids,omim_ids,hgnc_id,entrez_id
CNTD1,21,1.75768e-09,0.0957690331091637,0.2741119382431312,3370,ENSG00000176563,707,,,,,,,
RAMP2,20,1.50145e-09,0.0957690331091637,0.2741119382431312,0,ENSG00000131477,708,,,,,,,
WNK4,15,1.75768e-09,0.0957690331091637,0.2741119382431312,0,ENSG00000126562,709,,,,,,,
VPS25,24,1.50145e-09,0.0957690331091637,0.2741119382431312,12088,ENSG00000131475,710,,,,,,,
PPIP5K2,96,5.88844e-11,0.0955503426070536,0.2740326071342763,0,ENSG00000145725,711,,,,,,,
ITPR2,130,2.974e-09,0.0952952438859009,0.2736871520420409,15475,ENSG00000123104,712,,,,,,,
SSPN,112,2.974e-09,0.0952952438859009,0.2736871520420409,0,ENSG00000123096,713,,,,,,,
TRAP1,51,5.59e-09,0.0951575763842271,0.2735332916132309,11962,ENSG00000126602,714,,,,,,,
DNASE1,120,2.787e-09,0.0951575763842271,0.2735332916132309,0,ENSG00000213918,715,,,,,,,
SLX4,30,2.787e-09,0.0951575763842271,0.2735332916132309,0,ENSG00000188827,716,,,,,,,
ANKFY1,195,2.80673e-13,0.0949494053703809,0.2732863134671432,0,ENSG00000185722,717,,,,,,,
CYB5D2,115,2.80673e-13,0.0949494053703809,0.2732863134671432,0,ENSG00000167740,718,,,,,,,
GABBR2,4,1.05747e-08,0.094777063889077,0.273085651780058,19584,ENSG00000136928,719,,,,,,,
RP11-366L20.2,180,3.88419e-19,0.0941837119285119,0.2729310431514369,0,ENSG00000197301,720,,,,,,,
TOP1,1,5.32832e-09,0.0939483051160224,0.2722045242312088,0,ENSG00000198900,721,,,,,,,
TIMP4,52,1.55024e-16,0.0929084021228761,0.2718451412291379,0,ENSG00000157150,722,,,,,,,
AUTS2,3943,6.958999999999999e-22,0.0924880028384084,0.2716891505644118,0,ENSG00000158321,723,,,,,,,
RSPO3,155,7.858e-12,0.0930376486581912,0.271497218043894,22714,ENSG00000146374,724,,,,,,,
OBP2B,4,6.30231e-17,0.0918221421911326,0.2706903173189015,48278,ENSG00000171102,725,,,,,,,
LST1,1785,1.9952600000000002e-24,0.0917844480101578,0.2701632845309011,0,ENSG00000204482,726,,,,,,,
NCR3,412,1.9952600000000002e-24,0.0917844480101578,0.2701632845309011,0,ENSG00000204475,727,,,,,,,
DDX39B,4000,2.5704e-18,0.0917844480101578,0.2701632845309011,0,ENSG00000198563,728,,,,,,,
LTA,464,5.88844e-21,0.0917844480101578,0.2701632845309011,0,ENSG00000226979,729,,,,,,,
NFKBIL1,775,2.5704e-18,0.0917844480101578,0.2701632845309011,0,ENSG00000204498,730,,,,,,,
ATP6V1G2,918,2.5704e-18,0.0917844480101578,0.2701632845309011,0,ENSG00000213760,731,,,,,,,
LTB,412,2.63027e-23,0.0917844480101578,0.2701632845309011,2551,ENSG00000227507,732,,,,,,,
ATP6V1G2-DDX39B,624,2.5704e-18,0.0917844480101578,0.2701632845309011,0,ENSG00000254870,733,,,,,,,
TNF,117,5.88844e-21,0.0917844480101578,0.2701632845309011,2560,ENSG00000232810,734,,,,,,,
PCM1,1932,1.602e-09,0.0919315989249905,0.2699878119303748,0,ENSG00000078674,735,,,,,,,
ASAH1,819,1.602e-09,0.0919315989249905,0.2699878119303748,0,ENSG00000104763,736,,,,,,,
MAN2A2,1189,1.426e-22,0.0916049708685595,0.2699787461919091,11647,ENSG00000196547,737,,,,,,,
BDH2,56,6.182e-10,0.0918133397996882,0.2699522184485839,683,ENSG00000164039,738,,,,,,,
CENPE,30,6.182e-10,0.0918133397996882,0.2699522184485839,27054,ENSG00000138778,739,,,,,,,
SLC9B2,252,3.04509e-12,0.0918133397996882,0.2699522184485839,0,ENSG00000164038,740,,,,,,,
SLC9B1,920,3.04509e-12,0.0918133397996882,0.2699522184485839,0,ENSG00000164037,741,,,,,,,
THOC7,63,1.2750000000000002e-31,0.0913023154521072,0.2692532352047776,0,ENSG00000163634,742,,,,,,,
ATXN7,252,9.098e-32,0.0913023154521072,0.2692532352047776,0,ENSG00000163635,743,,,,,,,
IRS1,85,3.89045e-17,0.09050629267655,0.2691565971841551,410284,ENSG00000169047,744,,,,,,,
WNT11,1,1.22031e-08,0.0911835168025117,0.2691240757635574,53204,ENSG00000085741,745,,,,,,,
SLC44A4,240,6.87702e-21,0.0896537451955999,0.2687165413719124,0,ENSG00000204385,746,,,,,,,
ZBTB12,25,2.14585e-21,0.0896537451955999,0.2687165413719124,2846,ENSG00000204366,747,,,,,,,
NEU1,124,6.87702e-21,0.0896537451955999,0.2687165413719124,608,ENSG00000204386,748,,,,,,,
C2,510,2.14585e-21,0.0896537451955999,0.2687165413719124,0,ENSG00000166278,749,,,,,,,
EHMT2,336,2.14585e-21,0.0896537451955999,0.2687165413719124,0,ENSG00000204371,750,,,,,,,
CFB,221,2.14585e-21,0.0896537451955999,0.2687165413719124,0,ENSG00000243649,751,,,,,,,
KNSTRN,44,4.315e-14,0.0902272776719828,0.268608315173228,38504,ENSG00000128944,752,,,,,,,
CEBPB,12,3.632e-14,0.0896983693883992,0.2679016527914053,17668,ENSG00000172216,753,,,,,,,
GPR4,14,2.0893e-09,0.0890847635905467,0.266890164520162,42061,ENSG00000177464,754,,,,,,,
OPA3,21,2.0893e-09,0.0890847635905467,0.266890164520162,42057,ENSG00000125741,755,,,,,,,
BDNF,210,1.617e-10,0.0889361456744729,0.2668462267512096,0,ENSG00000176697,756,,,,,,,
FAM105B,24,2.89494e-09,0.0890218463954943,0.2667959164206016,0,ENSG00000154124,757,,,,,,,
GOPC,4,1.397e-12,0.0884734099829145,0.2665519186144368,20433,ENSG00000047932,758,,,,,,,
C6orf15,92,1.329e-17,0.0877359538476383,0.2662634408605618,0,ENSG00000204542,759,,,,,,,
CLUAP1,84,4.998e-09,0.0885061789249905,0.266217758768224,0,ENSG00000103351,760,,,,,,,
PURG,56,2.796e-09,0.0882528970944241,0.2659652753090719,0,ENSG00000172733,761,,,,,,,
WRN,66,2.796e-09,0.0882528970944241,0.2659652753090719,26978,ENSG00000165392,762,,,,,,,
AC090673.2,25,3.97924e-19,0.0874006408797995,0.2652915379194218,27208,ENSG00000267942,763,,,,,,,
HIST1H4K,4,2.23975e-15,0.0862690871642779,0.2643381221318406,7271,ENSG00000197914,764,,,,,,,
HIST1H2AI,3,1.28056e-14,0.0862690871642779,0.2643381221318406,6387,ENSG00000196747,765,,,,,,,
HIST1H2AJ,3,1.28056e-14,0.0862690871642779,0.2643381221318406,9074,ENSG00000182611,766,,,,,,,
HIST1H2AK,5,2.23975e-15,0.0862690871642779,0.2643381221318406,710,ENSG00000184348,767,,,,,,,
HIST1H2AL,6,2.23975e-15,0.0862690871642779,0.2643381221318406,1278,ENSG00000198374,768,,,,,,,
HIST1H2BL,5,1.28056e-14,0.0862690871642779,0.2643381221318406,5745,ENSG00000185130,769,,,,,,,
HIST1H2BM,3,1.28056e-14,0.0862690871642779,0.2643381221318406,8414,ENSG00000196374,770,,,,,,,
HIST1H2BN,21,2.23975e-15,0.0862690871642779,0.2643381221318406,0,ENSG00000233822,771,,,,,,,
HIST1H3H,3,1.28056e-14,0.0862690871642779,0.2643381221318406,8330,ENSG00000203813,772,,,,,,,
HIST1H3I,7,2.23975e-15,0.0862690871642779,0.2643381221318406,4739,ENSG00000182572,773,,,,,,,
HIST1H4J,4,2.23975e-15,0.0862690871642779,0.2643381221318406,203,ENSG00000197238,774,,,,,,,
HIST1H4L,7,2.23975e-15,0.0862690871642779,0.2643381221318406,6042,ENSG00000198558,775,,,,,,,
HIST1H1B,6,2.23975e-15,0.0862690871642779,0.2643381221318406,0,ENSG00000184357,776,,,,,,,
RPS10-NUDT3,40,7.283e-17,0.0854702793800914,0.2636928467108179,12302,ENSG00000270800,777,,,,,,,
CLEC14A,58,3.771e-09,0.0860831296571325,0.2635031881549384,37998,ENSG00000176435,778,,,,,,,
SLC17A1,12,2.31697e-10,0.0851675794073607,0.2626822286992671,0,ENSG00000124568,779,,,,,,,
SLC17A3,30,2.31697e-10,0.0851675794073607,0.2626822286992671,0,ENSG00000124564,780,,,,,,,
SLC17A4,6,2.31697e-10,0.0851675794073607,0.2626822286992671,25872,ENSG00000146039,781,,,,,,,
HLA-DRA,1490,1.44544e-24,0.0841499970025932,0.261898249762421,0,ENSG00000204287,782,,,,,,,
HLA-DRB5,1719,6.91831e-30,0.0841499970025932,0.261898249762421,0,ENSG00000198502,783,,,,,,,
ZNF697,4,7.06464e-09,0.0844080816994973,0.2616916919003461,34576,ENSG00000143067,784,,,,,,,
POM121C,40,1.88473e-08,0.0842923588559579,0.2615199274719953,0,ENSG00000135213,785,,,,,,,
HIP1,18,1.88473e-08,0.0842923588559579,0.2615199274719953,7059,ENSG00000127946,786,,,,,,,
ZFP1,175,1.09648e-14,0.0841279516179369,0.2615031979059116,0,ENSG00000184517,787,,,,,,,
SPATA18,1,2.481e-08,0.0841055788714555,0.2613019183108725,170835,ENSG00000163071,788,,,,,,,
TMEM258,8,4.985e-08,0.0833738077318475,0.2604649517888684,0,ENSG00000134825,789,,,,,,,
FEN1,3,4.985e-08,0.0833738077318475,0.2604649517888684,2306,ENSG00000168496,790,,,,,,,
DAGLA,2,4.985e-08,0.0833738077318475,0.2604649517888684,43330,ENSG00000134780,791,,,,,,,
FADS2,15,4.985e-08,0.0833738077318475,0.2604649517888684,2649,ENSG00000134824,792,,,,,,,
FADS1,20,4.985e-08,0.0833738077318475,0.2604649517888684,9296,ENSG00000149485,793,,,,,,,
MYRF,8,4.985e-08,0.0833738077318475,0.2604649517888684,1813,ENSG00000124920,794,,,,,,,
ORAOV1,270,5.316e-09,0.0832678157697443,0.2604495704267826,4934,ENSG00000149716,795,,,,,,,
CCND1,90,5.316e-09,0.0832678157697443,0.2604495704267826,0,ENSG00000110092,796,,,,,,,
HIST1H2BJ,10,5.00265e-19,0.0822241060831922,0.2602511588640914,38341,ENSG00000124635,797,,,,,,,
MED23,210,2.084e-11,0.0831211642568599,0.2602194569443565,0,ENSG00000112282,798,,,,,,,
ARG1,103,2.084e-11,0.0831211642568599,0.2602194569443565,0,ENSG00000118520,799,,,,,,,
USP40,105,3.24e-15,0.0824490302538724,0.260195909752322,0,ENSG00000085982,800,,,,,,,
DGKD,403,3.24e-15,0.0824490302538724,0.260195909752322,0,ENSG00000077044,801,,,,,,,
TRIM49B,1,4.00562e-08,0.0829658765237844,0.2600258753587527,12644,ENSG00000182053,802,,,,,,,
TRIM64C,1,4.00562e-08,0.0829658765237844,0.2600258753587527,37406,ENSG00000214891,803,,,,,,,
HIVEP2,148,6.352e-09,0.0829215530076181,0.2600108390786884,0,ENSG00000010818,804,,,,,,,
FXR2,105,1.80426e-12,0.0824870122379707,0.2599179063401293,10633,ENSG00000129245,805,,,,,,,
SOX15,45,1.80426e-12,0.0824870122379707,0.2599179063401293,7581,ENSG00000129194,806,,,,,,,
SLC30A10,116,1.302e-12,0.0827245704469155,0.259779846187294,70239,ENSG00000196660,807,,,,,,,
C20orf62,4,1.22349e-38,0.0794059945804404,0.2592869919807091,21187,ENSG00000168746,808,,,,,,,
LPPR1,212,3.05844e-12,0.081651546736675,0.2590082504681723,0,ENSG00000148123,809,,,,,,,
TNIK,72,1.599e-11,0.0819704921066344,0.258956441415256,12510,ENSG00000154310,810,,,,,,,
SPATA5,4,2.027e-08,0.0818638245972997,0.2588437645361128,10713,ENSG00000145375,811,,,,,,,
NUDT6,16,2.027e-08,0.0818638245972997,0.2588437645361128,0,ENSG00000170917,812,,,,,,,
FGF2,4,2.027e-08,0.0818638245972997,0.2588437645361128,13763,ENSG00000138685,813,,,,,,,
MPV17,16,9.98619e-15,0.0810840915543918,0.2586427134124523,49550,ENSG00000115204,814,,,,,,,
GTF3C2,13,9.98619e-15,0.0810840915543918,0.2586427134124523,18229,ENSG00000115207,815,,,,,,,
ZNF513,4,9.98619e-15,0.0810840915543918,0.2586427134124523,2001,ENSG00000163795,816,,,,,,,
PPM1G,4,9.98619e-15,0.0810840915543918,0.2586427134124523,5964,ENSG00000115241,817,,,,,,,
SNX17,11,9.98619e-15,0.0810840915543918,0.2586427134124523,0,ENSG00000115234,818,,,,,,,
EIF2B4,9,9.98619e-15,0.0810840915543918,0.2586427134124523,4744,ENSG00000115211,819,,,,,,,
XXbac-BPG32J3.20,67,9.77237e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204422,820,,,,,,,
LY6G5C,450,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204428,821,,,,,,,
BAG6,2492,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204463,822,,,,,,,
AIF1,435,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,202,ENSG00000204472,823,,,,,,,
GPANK1,592,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204438,824,,,,,,,
C6orf47,73,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204439,825,,,,,,,
CSNK2B-LY6G5B-1181,154,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000263020,826,,,,,,,
PRRC2A,1260,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204469,827,,,,,,,
LY6G5B,225,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000240053,828,,,,,,,
APOM,219,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204444,829,,,,,,,
CSNK2B,592,1.9952600000000002e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204435,830,,,,,,,
ABHD16A,1056,9.77237e-24,0.081487809792615,0.2585060968632482,0,ENSG00000204427,831,,,,,,,
EPC2,240,1.291e-09,0.0815068000532999,0.2584553221398081,0,ENSG00000135999,832,,,,,,,
C10orf11,74,5.367e-12,0.0811368580155493,0.2584021254600356,37238,ENSG00000148655,833,,,,,,,
LIG4,13,1.75396e-08,0.0813523228609415,0.2582715138559627,51968,ENSG00000174405,834,,,,,,,
PSME3,13,1.75768e-09,0.0808761203778466,0.2578673205946525,28962,ENSG00000131467,835,,,,,,,
AOC2,2,1.75768e-09,0.0808761203778466,0.2578673205946525,49177,ENSG00000131480,836,,,,,,,
LRRC43,7,4.93924e-09,0.0806961219129328,0.2576224632426599,15006,ENSG00000158113,837,,,,,,,
IL31,1,4.93924e-09,0.0806961219129328,0.2576224632426599,19298,ENSG00000204671,838,,,,,,,
MLXIP,11,4.93924e-09,0.0806961219129328,0.2576224632426599,5385,ENSG00000175727,839,,,,,,,
NDUFA13,32,3.006e-10,0.0800773627638326,0.2570400672123065,12923,ENSG00000186010,840,,,,,,,
TSSK6,16,3.006e-10,0.0800773627638326,0.2570400672123065,9605,ENSG00000178093,841,,,,,,,
CTC-260F20.3,8,3.006e-10,0.0800773627638326,0.2570400672123065,11587,ENSG00000258674,842,,,,,,,
YJEFN3,16,3.006e-10,0.0800773627638326,0.2570400672123065,10082,ENSG00000250067,843,,,,,,,
BMPR1B,196,1.40104e-08,0.0801491859891754,0.2569715077186491,0,ENSG00000138696,844,,,,,,,
CDSN,99,1.628e-17,0.0786724854846079,0.2562789109519833,740,ENSG00000204539,845,,,,,,,
PSORS1C1,888,1.628e-17,0.0786724854846079,0.2562789109519833,0,ENSG00000204540,846,,,,,,,
XKR6,36,8.369e-09,0.0792579020110409,0.2559930370850672,0,ENSG00000171044,847,,,,,,,
MSRA,201,1.08543e-09,0.0791453412155536,0.2559842164225669,0,ENSG00000175806,848,,,,,,,
COL2A1,8,2.29774e-08,0.079202426802057,0.2559089297408821,47218,ENSG00000139219,849,,,,,,,
SENP1,36,2.29774e-08,0.079202426802057,0.2559089297408821,0,ENSG00000079387,850,,,,,,,
RP1-228P16.5,1,2.29774e-08,0.079202426802057,0.2559089297408821,26322,ENSG00000257955,851,,,,,,,
PDSS2,44,1.58668e-09,0.0790787355906763,0.255893731050222,32008,ENSG00000164494,852,,,,,,,
DGKB,1238,3.484e-20,0.0788107850097692,0.2556686756320498,0,ENSG00000136267,853,,,,,,,
TFRC,180,1.546e-09,0.0785434064656803,0.2552712861272178,9205,ENSG00000072274,854,,,,,,,
NQO1,36,1.27644e-10,0.0782512668800284,0.2550895365183573,0,ENSG00000181019,855,,,,,,,
NFAT5,290,7.07946e-11,0.0782512668800284,0.2550895365183573,0,ENSG00000102908,856,,,,,,,
NOB1,24,1.27644e-10,0.0782512668800284,0.2550895365183573,24921,ENSG00000141101,857,,,,,,,
ZNF165,2,4.84507e-14,0.0771955140851869,0.2542914449484444,55272,ENSG00000197279,858,,,,,,,
FOLH1,54,2.199e-09,0.077516385712707,0.2541594258866929,17928,ENSG00000086205,859,,,,,,,
REG4,6,1.36707e-10,0.077296619008434,0.2540432386488067,0,ENSG00000134193,860,,,,,,,
RNF5,111,4.2658000000000004e-19,0.0773303499935226,0.2540213558737346,64,ENSG00000204308,861,,,,,,,
PBX2,180,4.2658000000000004e-19,0.0773303499935226,0.2540213558737346,0,ENSG00000204304,862,,,,,,,
GPSM3,160,4.2658000000000004e-19,0.0773303499935226,0.2540213558737346,0,ENSG00000213654,863,,,,,,,
EGFL8,192,3.09314e-12,0.0773303499935226,0.2540213558737346,388,ENSG00000241404,864,,,,,,,
AGPAT1,342,1.24595e-13,0.0773303499935226,0.2540213558737346,0,ENSG00000204310,865,,,,,,,
NOTCH4,276,4.2658000000000004e-19,0.0773303499935226,0.2540213558737346,0,ENSG00000204301,866,,,,,,,
AGER,296,4.2658000000000004e-19,0.0773303499935226,0.2540213558737346,0,ENSG00000204305,867,,,,,,,
PGM1,105,5.404e-10,0.0773409520781791,0.2539938220476106,0,ENSG00000079739,868,,,,,,,
PSMD6,99,1.3190000000000001e-30,0.076737593600994,0.2539140087282264,0,ENSG00000163636,869,,,,,,,
C3orf65,45,7.31139e-32,0.0739660054300063,0.2522826040706513,10527,ENSG00000163915,870,,,,,,,
AOC1,154,4.14668e-13,0.0753736294320341,0.2521891190608409,0,ENSG00000002726,871,,,,,,,
TMEM176A,242,4.14668e-13,0.0753736294320341,0.2521891190608409,19846,ENSG00000002933,872,,,,,,,
TMEM176B,132,4.14668e-13,0.0753736294320341,0.2521891190608409,23606,ENSG00000106565,873,,,,,,,
PAMR1,35,6.579e-09,0.0756156230843485,0.2520178421778191,14267,ENSG00000149090,874,,,,,,,
SLC1A2,40,6.579e-09,0.0756156230843485,0.2520178421778191,0,ENSG00000110436,875,,,,,,,
ATP6V0A1,92,1.93575e-09,0.0753531014641288,0.251784261813358,0,ENSG00000033627,876,,,,,,,
PTGFRN,42,1.28991e-08,0.0753189973663387,0.2516314973322678,0,ENSG00000134247,877,,,,,,,
CD101,56,1.28991e-08,0.0753189973663387,0.2516314973322678,0,ENSG00000134256,878,,,,,,,
TFAP2B,9,5.59e-09,0.0744863763842271,0.250782352188153,428,ENSG00000008196,879,,,,,,,
TFAP2D,4,5.59e-09,0.0744863763842271,0.250782352188153,44179,ENSG00000008197,880,,,,,,,
EIF2S2,5,8.24632e-09,0.0744923500119553,0.2507439050646186,377,ENSG00000125977,881,,,,,,,
RALY,223,8.24632e-09,0.0744923500119553,0.2507439050646186,0,ENSG00000125970,882,,,,,,,
IGF2BP1,42,6.555e-12,0.0742769610152398,0.2504758565848221,0,ENSG00000159217,883,,,,,,,
PDGFC,540,9.38275e-10,0.0738403254245665,0.250152052278969,0,ENSG00000145431,884,,,,,,,
VTI1A,66,2.837270000000001e-18,0.0736386498981121,0.2498807866215686,0,ENSG00000151532,885,,,,,,,
VPS13C,464,9.47327e-11,0.0735591913631106,0.2496906262757309,0,ENSG00000129003,886,,,,,,,
WNT7B,100,3.66e-09,0.0729389235434968,0.2490983718749762,2134,ENSG00000188064,887,,,,,,,
ARL15,232,1.329e-11,0.0724306061947797,0.2487564273549637,0,ENSG00000185305,888,,,,,,,
ERBB4,113,1.417e-09,0.0724581745852193,0.2486121896317613,0,ENSG00000178568,889,,,,,,,
TBL2,468,6.07715e-09,0.0721291792308443,0.2481842156713357,0,ENSG00000106638,890,,,,,,,
BCL7B,252,6.07715e-09,0.0721291792308443,0.2481842156713357,0,ENSG00000106635,891,,,,,,,
MLXIPL,208,6.07715e-09,0.0721291792308443,0.2481842156713357,0,ENSG00000009950,892,,,,,,,
TSEN15,140,6.995e-09,0.0720636860773915,0.2480646152404194,0,ENSG00000198860,893,,,,,,,
COLGALT2,100,6.995e-09,0.0720636860773915,0.2480646152404194,0,ENSG00000198756,894,,,,,,,
PTEN,255,4.308e-10,0.0717336155723279,0.2478554939971591,0,ENSG00000171862,895,,,,,,,
CRTC1,68,6.0608e-10,0.0713233743797399,0.2474016435792686,0,ENSG00000105662,896,,,,,,,
C22orf26,1,4.369e-08,0.0710627816248665,0.246921275336855,34441,ENSG00000182257,897,,,,,,,
FLJ27365,4,4.369e-08,0.0710627816248665,0.246921275336855,0,ENSG00000197182,898,,,,,,,
AC011294.3,8,1.78764e-08,0.0709510970152294,0.2468387878219579,92831,ENSG00000233539,899,,,,,,,
RP11-242G20.1,30,1.93295e-10,0.0706733713310434,0.2467379505437498,0,ENSG00000235645,900,,,,,,,
DENND5B,56,8.594e-10,0.070711751793619,0.2465933959644772,0,ENSG00000170456,901,,,,,,,
C2CD4A,17,1.50366e-10,0.0705990852882987,0.2465855720361378,0,ENSG00000198535,902,,,,,,,
BRAP,12,4.489e-11,0.0700917007891966,0.2461638174455044,0,ENSG00000089234,903,,,,,,,
KCNB2,2,3.051e-08,0.069774098441858,0.2455191834395094,0,ENSG00000182674,904,,,,,,,
KCNU1,54,3.621e-11,0.0693744826348571,0.2453217007070661,9414,ENSG00000215262,905,,,,,,,
AL035588.1,3,6.54636e-10,0.0696004952597761,0.245306729491171,27109,ENSG00000268275,906,,,,,,,
PGC,12,6.54636e-10,0.0696004952597761,0.245306729491171,20058,ENSG00000096088,907,,,,,,,
TFEB,39,6.54636e-10,0.0696004952597761,0.245306729491171,0,ENSG00000112561,908,,,,,,,
IFT52,18,1.7943200000000002e-24,0.0680003449109814,0.245257922840869,6368,ENSG00000101052,909,,,,,,,
PSORS1C2,97,2.198e-16,0.0694401084463446,0.245247960336249,0,ENSG00000204538,910,,,,,,,
CCHCR1,2415,2.198e-16,0.0694401084463446,0.245247960336249,0,ENSG00000204536,911,,,,,,,
POU5F1,550,5.012e-16,0.0694401084463446,0.245247960336249,0,ENSG00000204531,912,,,,,,,
TCF19,372,4.537e-16,0.0694401084463446,0.245247960336249,0,ENSG00000137310,913,,,,,,,
BPTF,2516,7.28635e-10,0.0693506654731581,0.245064735102028,0,ENSG00000171634,914,,,,,,,
OR4C13,3,2.86273e-08,0.0692738084391572,0.2449490175830791,71298,ENSG00000258817,915,,,,,,,
SGK2,8,2.0663300000000003e-24,0.0673383213029799,0.244522906305162,0,ENSG00000101049,916,,,,,,,
C2CD4B,4,1.506e-16,0.0686453263892942,0.244522044874246,24969,ENSG00000205502,917,,,,,,,
TLR4,12,2.5613e-08,0.0687606069198554,0.244411640074302,0,ENSG00000136869,918,,,,,,,
HLA-A,672,1.20448e-09,0.0686020252500459,0.2442626594881715,0,ENSG00000206503,919,,,,,,,
PTPLB,35,5.623e-12,0.068203206690124,0.2441793132721899,14431,ENSG00000206527,920,,,,,,,
PRL,31,5.02296e-10,0.0683061849131738,0.244089391476318,250352,ENSG00000172179,921,,,,,,,
PKD2L1,44,1.612e-09,0.0677702984964904,0.2434468303012219,0,ENSG00000107593,922,,,,,,,
CWF19L1,160,1.232e-09,0.0677702984964904,0.2434468303012219,0,ENSG00000095485,923,,,,,,,
BLOC1S2,56,1.612e-09,0.0677702984964904,0.2434468303012219,0,ENSG00000196072,924,,,,,,,
BCL2L11,7,3.567e-08,0.0674767528767518,0.2429836308551761,8953,ENSG00000153094,925,,,,,,,
HERC2,36,3.39e-08,0.0672648980408224,0.2427527640076561,0,ENSG00000128731,926,,,,,,,
SURF6,36,9.48637e-17,0.0669003632013647,0.242364507426119,48052,ENSG00000148296,927,,,,,,,
C3orf49,8,2.5530000000000003e-30,0.06538891927323,0.2422521702509798,7083,ENSG00000163632,928,,,,,,,
CASR,176,5.201e-09,0.0666394401933544,0.2420960623026159,0,ENSG00000036828,929,,,,,,,
ITGB3BP,126,5.404e-10,0.0663822117140672,0.2419619355826281,47425,ENSG00000142856,930,,,,,,,
KLLN,3,6.447e-10,0.0661486275167206,0.2417034679331604,10026,ENSG00000227268,931,,,,,,,
ANPEP,99,1.59155e-09,0.0659082603405423,0.2412520497264205,10571,ENSG00000166825,932,,,,,,,
C15orf38-AP3S2,56,2.566e-10,0.0659082603405423,0.2412520497264205,0,ENSG00000250021,933,,,,,,,
AP3S2,168,2.566e-10,0.0659082603405423,0.2412520497264205,0,ENSG00000157823,934,,,,,,,
KLHL26,65,6.22573e-10,0.0656601394358109,0.2411674130185221,33021,ENSG00000167487,935,,,,,,,
FILIP1,22,2.47742e-08,0.0657405624486609,0.2410863368528227,0,ENSG00000118407,936,,,,,,,
GDAP1,84,5.68e-10,0.0650163319000065,0.2404629825599566,0,ENSG00000104381,937,,,,,,,
C17orf58,108,7.28635e-10,0.064984376610941,0.2403668054294966,4274,ENSG00000186665,938,,,,,,,
TTF2,7,1.28991e-08,0.0642299097521741,0.2394561435817266,41996,ENSG00000116830,939,,,,,,,
BEND7,150,1.63301e-08,0.0641596223115658,0.2393681130532853,0,ENSG00000165626,940,,,,,,,
TCF25,22,1.57174e-08,0.064128558588227,0.2393356542840486,0,ENSG00000141002,941,,,,,,,
MC1R,3,1.57174e-08,0.064128558588227,0.2393356542840486,30083,ENSG00000258839,942,,,,,,,
SPIRE2,10,1.57174e-08,0.064128558588227,0.2393356542840486,10717,ENSG00000204991,943,,,,,,,
TUBB3,12,1.57174e-08,0.064128558588227,0.2393356542840486,37129,ENSG00000198211,944,,,,,,,
MTMR3,204,4.003e-11,0.063610207042012,0.2390354020574019,0,ENSG00000100330,945,,,,,,,
SKOR1,5,9.33383e-10,0.0633992573695005,0.2386607398423009,31156,ENSG00000188779,946,,,,,,,
EXD2,65,4.49252e-09,0.0634071266871994,0.2385844154333986,41427,ENSG00000081177,947,,,,,,,
GALNT16,45,4.49252e-09,0.0634071266871994,0.2385844154333986,0,ENSG00000100626,948,,,,,,,
STARD13,208,2.62543e-11,0.0632454420777928,0.2385490552275117,0,ENSG00000133121,949,,,,,,,
ZNF506,20,1.10085e-08,0.0631276633403479,0.2382429004662624,0,ENSG00000081665,950,,,,,,,
TCF4,470,8.14573e-10,0.0626862447403516,0.2378821510122535,0,ENSG00000196628,951,,,,,,,
MYEOV,210,1.03839e-09,0.0624041221188357,0.2375106039181998,0,ENSG00000172927,952,,,,,,,
C6orf10,1232,5.4275e-24,0.0611796271439733,0.2368934783888824,0,ENSG00000204296,953,,,,,,,
BTNL2,740,5.4275e-24,0.0611796271439733,0.2368934783888824,0,ENSG00000204290,954,,,,,,,
HTRA1,28,1.8e-12,0.0614213473707457,0.2367666668160476,22456,ENSG00000166033,955,,,,,,,
GDAP1L1,120,4.398e-19,0.0607312841161197,0.2364108172084291,0,ENSG00000124194,956,,,,,,,
USP48,280,1.629e-09,0.0610282303639544,0.2360259647706504,0,ENSG00000090686,957,,,,,,,
TSPAN1,56,3.059e-10,0.0610298861688221,0.2359246082015707,41842,ENSG00000117472,958,,,,,,,
PIK3R3,744,2.471e-10,0.0610298861688221,0.2359246082015707,0,ENSG00000117461,959,,,,,,,
FITM2,49,1.308e-19,0.060072521000505,0.2357231289657534,0,ENSG00000197296,960,,,,,,,
EXOC6,184,4.261e-21,0.0605927067113374,0.2356010425786286,0,ENSG00000138190,961,,,,,,,
